
@RELATION vnf

@ATTRIBUTE dofM REAL
@ATTRIBUTE dofW REAL
@ATTRIBUTE weekend REAL
@ATTRIBUTE hofD REAL
@ATTRIBUTE mofH REAL
@ATTRIBUTE time REAL
@ATTRIBUTE traffic0 REAL
@ATTRIBUTE traffic1 REAL
@ATTRIBUTE delta1 	REAL
@ATTRIBUTE traffic2 REAL
@ATTRIBUTE delta2 	REAL
@ATTRIBUTE traffic3 REAL
@ATTRIBUTE delta3 	REAL
@ATTRIBUTE traffic4 REAL
@ATTRIBUTE delta4 	REAL
@ATTRIBUTE class 	{1,2,3,4,5,6,7,8,9,10}

@DATA
21,6,0,18,25,65,1.945714491,1.916652873,-0.029061617999999845,1.968153445,0.05150057199999991,2.047127978,0.07897453299999979,1.884329285,-0.16279869299999983,3
21,6,0,18,35,66,1.916652873,1.968153445,0.05150057199999991,1.884329285,-0.08382416000000004,2.02767499,0.143345705,1.863574533,-0.16410045699999998,2
21,6,0,18,45,67,1.968153445,1.884329285,-0.08382416000000004,1.863574533,-0.020754751999999987,1.668168556,-0.19540597700000006,1.678581527,0.010412971000000049,2
21,6,0,18,55,68,1.884329285,1.863574533,-0.020754751999999987,1.678581527,-0.18499300600000002,1.65831375,-0.02026777699999993,1.772119418,0.11380566799999992,2
21,6,0,19,5,69,1.863574533,1.678581527,-0.18499300600000002,1.772119418,0.09353789099999998,1.766282032,-0.0058373860000000555,1.765704542,-5.774899999999583E-4,2
21,6,0,19,15,70,1.678581527,1.772119418,0.09353789099999998,1.765704542,-0.006414876000000014,1.79775312,0.03204857800000016,1.788857017,-0.0088961030000001,2
21,6,0,19,25,71,1.772119418,1.765704542,-0.006414876000000014,1.788857017,0.02315247500000006,1.668559467,-0.12029755000000009,1.68777392,0.01921445300000002,2
21,6,0,19,35,72,1.765704542,1.788857017,0.02315247500000006,1.68777392,-0.10108309700000007,1.760003795,0.07222987500000011,1.669622546,-0.090381249,2
21,6,0,19,45,73,1.788857017,1.68777392,-0.10108309700000007,1.669622546,-0.018151373999999887,1.606852263,-0.0627702830000001,1.594490471,-0.012361791999999872,2
21,6,0,19,55,74,1.68777392,1.669622546,-0.018151373999999887,1.594490471,-0.07513207499999996,1.561494057,-0.032996414000000085,1.57592131,0.014427253000000029,2
21,6,0,20,5,75,1.669622546,1.594490471,-0.07513207499999996,1.57592131,-0.018569161000000056,1.590125208,0.014203897999999882,1.512950937,-0.07717427099999985,2
21,6,0,20,15,76,1.594490471,1.57592131,-0.018569161000000056,1.512950937,-0.06297037299999997,1.499870499,-0.013080438000000028,1.509138091,0.009267592000000047,2
21,6,0,20,25,77,1.57592131,1.512950937,-0.06297037299999997,1.509138091,-0.003812845999999981,1.458817689,-0.0503204020000001,1.51659243,0.05777474100000002,2
21,6,0,20,35,78,1.512950937,1.509138091,-0.003812845999999981,1.51659243,0.007454338999999921,1.516311074,-2.8135599999989935E-4,1.483544122,-0.032766952000000016,2
21,6,0,20,45,79,1.509138091,1.51659243,0.007454338999999921,1.483544122,-0.033048307999999915,1.425627482,-0.057916640000000186,1.393957202,-0.03167027999999994,2
21,6,0,20,55,80,1.51659243,1.483544122,-0.033048307999999915,1.393957202,-0.08958692000000013,1.405133071,0.011175869000000116,1.518528737,0.11339566599999995,2
21,6,0,21,5,81,1.483544122,1.393957202,-0.08958692000000013,1.518528737,0.12457153500000007,1.443073229,-0.07545550800000012,1.45042563,0.007352401000000119,2
21,6,0,21,15,82,1.393957202,1.518528737,0.12457153500000007,1.45042563,-0.068103107,1.469515333,0.019089702999999902,1.440416577,-0.029098756000000003,2
21,6,0,21,25,83,1.518528737,1.45042563,-0.068103107,1.440416577,-0.010009053000000101,1.398310902,-0.042105674999999954,1.428038011,0.029727108999999974,2
21,6,0,21,35,84,1.45042563,1.440416577,-0.010009053000000101,1.428038011,-0.01237856599999998,1.431725913,0.0036879020000000207,1.369358456,-0.062367456999999904,2
21,6,0,21,45,85,1.440416577,1.428038011,-0.01237856599999998,1.369358456,-0.05867955499999988,1.367707107,-0.0016513490000000797,1.381841275,0.014134168000000003,2
21,6,0,21,55,86,1.428038011,1.369358456,-0.05867955499999988,1.381841275,0.012482818999999923,1.289023016,-0.09281825899999996,1.41527452,0.12625150400000007,2
21,6,0,22,5,87,1.369358456,1.381841275,0.012482818999999923,1.41527452,0.03343324500000011,1.412531161,-0.002743359000000112,1.385805432,-0.02672572900000003,2
21,6,0,22,15,88,1.381841275,1.41527452,0.03343324500000011,1.385805432,-0.029469088000000143,1.313612294,-0.07219313800000005,1.305581303,-0.00803099099999982,2
21,6,0,22,25,89,1.41527452,1.385805432,-0.029469088000000143,1.305581303,-0.08022412899999987,1.948311807,0.642730504,1.426105951,-0.522205856,2
21,6,0,22,35,90,1.385805432,1.305581303,-0.08022412899999987,1.426105951,0.12052464799999996,1.45584513,0.029739178999999893,1.320682184,-0.1351629459999999,2
21,6,0,22,45,91,1.305581303,1.426105951,0.12052464799999996,1.320682184,-0.105423767,1.328479696,0.0077975120000000064,1.351456401,0.02297670500000004,2
21,6,0,22,55,92,1.426105951,1.320682184,-0.105423767,1.351456401,0.030774217000000048,1.421680884,0.07022448299999984,1.655530472,0.233849588,2
21,6,0,23,5,93,1.320682184,1.351456401,0.030774217000000048,1.655530472,0.30407407099999983,1.423691903,-0.231838569,1.462010871,0.03831896800000001,2
21,6,0,23,15,94,1.351456401,1.655530472,0.30407407099999983,1.462010871,-0.19351960099999999,1.517218122,0.055207251000000124,1.521372476,0.004154353999999971,2
21,6,0,23,25,95,1.655530472,1.462010871,-0.19351960099999999,1.521372476,0.059361605000000095,1.533072763,0.011700287000000031,1.67785856,0.14478579699999994,2
21,6,0,23,35,96,1.462010871,1.521372476,0.059361605000000095,1.67785856,0.15648608399999997,1.763039943,0.08518138300000011,1.706509404,-0.05653053900000016,2
21,6,0,23,45,97,1.521372476,1.67785856,0.15648608399999997,1.706509404,0.028650843999999953,1.793586827,0.08707742299999999,1.913352422,0.11976559500000006,3
21,6,0,23,55,98,1.67785856,1.706509404,0.028650843999999953,1.913352422,0.20684301800000005,1.991562611,0.07821018899999999,2.238171993,0.24660938199999993,3
22,7,0,0,5,99,1.706509404,1.913352422,0.20684301800000005,2.238171993,0.3248195709999999,2.17804822,-0.060123772999999936,2.274162967,0.09611474700000011,3
22,7,0,0,15,100,1.913352422,2.238171993,0.3248195709999999,2.274162967,0.035990974000000175,2.400207299,0.12604433199999976,2.444436504,0.04422920500000016,3
22,7,0,0,25,101,2.238171993,2.274162967,0.035990974000000175,2.444436504,0.17027353699999992,2.736472876,0.2920363720000001,2.902278616,0.1658057399999997,4
22,7,0,0,35,102,2.274162967,2.444436504,0.17027353699999992,2.902278616,0.4578421119999998,3.100711865,0.19843324900000026,2.661534856,-0.43917700900000023,3
22,7,0,0,45,103,2.444436504,2.902278616,0.4578421119999998,2.661534856,-0.24074375999999997,2.583791653,-0.07774320299999982,2.894594038,0.3108023850000001,4
22,7,0,0,55,104,2.902278616,2.661534856,-0.24074375999999997,2.894594038,0.2330591820000003,3.093721499,0.19912746099999978,3.449107382,0.3553858830000003,4
22,7,0,1,5,105,2.661534856,2.894594038,0.2330591820000003,3.449107382,0.5545133440000001,3.549430822,0.10032343999999993,3.597479147,0.04804832499999989,4
22,7,0,1,15,106,2.894594038,3.449107382,0.5545133440000001,3.597479147,0.14837176499999982,3.746004017,0.14852487000000014,3.798581677,0.05257765999999986,5
22,7,0,1,25,107,3.449107382,3.597479147,0.14837176499999982,3.798581677,0.20110253,4.052737631,0.25415595400000024,4.416638389,0.36390075799999977,5
22,7,0,1,35,108,3.597479147,3.798581677,0.20110253,4.416638389,0.618056712,4.596262037,0.17962364799999975,4.722693563,0.12643152600000018,5
22,7,0,1,45,109,3.798581677,4.416638389,0.618056712,4.722693563,0.30605517399999993,4.712484536,-0.010209027000000148,4.596053982,-0.11643055399999991,5
22,7,0,1,55,110,4.416638389,4.722693563,0.30605517399999993,4.596053982,-0.12663958100000006,4.689334367,0.09328038499999991,4.683047175,-0.0062871920000002746,6
22,7,0,2,5,111,4.722693563,4.596053982,-0.12663958100000006,4.683047175,0.08699319299999964,5.091544857,0.40849768200000014,5.096632629,0.0050877720000004345,6
22,7,0,2,15,112,4.596053982,4.683047175,0.08699319299999964,5.096632629,0.4135854540000006,5.138160065,0.04152743599999997,5.306033045,0.16787298000000028,7
22,7,0,2,25,113,4.683047175,5.096632629,0.4135854540000006,5.306033045,0.20940041600000026,5.539551038,0.23351799299999954,6.155495019,0.615943981,7
22,7,0,2,35,114,5.096632629,5.306033045,0.20940041600000026,6.155495019,0.8494619739999996,6.046269504,-0.10922551500000033,6.153850638,0.10758113400000013,7
22,7,0,2,45,115,5.306033045,6.155495019,0.8494619739999996,6.153850638,-0.0016443810000001946,6.34217491,0.18832427200000001,6.580353899,0.23817898900000056,7
22,7,0,2,55,116,6.155495019,6.153850638,-0.0016443810000001946,6.580353899,0.4265032610000006,6.287396446,-0.29295745300000053,6.371594259,0.08419781300000029,8
22,7,0,3,5,117,6.153850638,6.580353899,0.4265032610000006,6.371594259,-0.20875964000000025,6.703025192,0.33143093300000004,7.020574363,0.3175491709999996,8
22,7,0,3,15,118,6.580353899,6.371594259,-0.20875964000000025,7.020574363,0.6489801039999996,6.807262843,-0.21331151999999953,6.764436415,-0.04282642800000058,8
22,7,0,3,25,119,6.371594259,7.020574363,0.6489801039999996,6.764436415,-0.2561379480000001,6.869846041,0.10540962600000015,7.106959074,0.23711303299999997,8
22,7,0,3,35,120,7.020574363,6.764436415,-0.2561379480000001,7.106959074,0.3425226590000001,7.23192825,0.12496917600000046,7.238509294,0.006581043999999814,8
22,7,0,3,45,121,6.764436415,7.106959074,0.3425226590000001,7.238509294,0.13155022000000027,6.9146436,-0.3238656940000002,7.334986432,0.4203428320000002,8
22,7,0,3,55,122,7.106959074,7.238509294,0.13155022000000027,7.334986432,0.09647713800000002,7.609488246,0.27450181399999973,7.533731273,-0.07575697299999984,8
22,7,0,4,5,123,7.238509294,7.334986432,0.09647713800000002,7.533731273,0.1987448409999999,7.696859858,0.16312858499999994,7.806040691,0.10918083299999992,8
22,7,0,4,15,124,7.334986432,7.533731273,0.1987448409999999,7.806040691,0.27230941799999986,7.758302265,-0.047738425999999556,7.999752635,0.24145036999999991,9
22,7,0,4,25,125,7.533731273,7.806040691,0.27230941799999986,7.999752635,0.19371194400000036,8.197679991,0.19792735599999922,8.034425794,-0.16325419699999877,9
22,7,0,4,35,126,7.806040691,7.999752635,0.19371194400000036,8.034425794,0.03467315900000045,8.049089703,0.014663908999999364,8.001865427,-0.047224275999999676,9
22,7,0,4,45,127,7.999752635,8.034425794,0.03467315900000045,8.001865427,-0.03256036700000031,8.14082318,0.13895775299999968,7.950093478,-0.1907297019999996,8
22,7,0,4,55,128,8.034425794,8.001865427,-0.03256036700000031,7.950093478,-0.05177194899999993,7.863223671,-0.08686980700000024,7.606901835,-0.2563218359999997,8
22,7,0,5,5,129,8.001865427,7.950093478,-0.05177194899999993,7.606901835,-0.34319164299999994,7.82176022,0.21485838499999943,7.706698126,-0.11506209399999978,8
22,7,0,5,15,130,7.950093478,7.606901835,-0.34319164299999994,7.706698126,0.09979629099999965,7.787083668,0.08038554200000014,7.814908376,0.02782470799999981,8
22,7,0,5,25,131,7.606901835,7.706698126,0.09979629099999965,7.814908376,0.10821024999999995,7.822020598,0.007112221999999946,7.806601686,-0.01541891200000034,9
22,7,0,5,35,132,7.706698126,7.814908376,0.10821024999999995,7.806601686,-0.008306690000000394,7.869896529,0.06329484300000043,8.055828503,0.18593197400000072,9
22,7,0,5,45,133,7.814908376,7.806601686,-0.008306690000000394,8.055828503,0.24922681700000116,7.902771744,-0.15305675900000093,7.942876112,0.04010436800000061,8
22,7,0,5,55,134,7.806601686,8.055828503,0.24922681700000116,7.942876112,-0.11295239100000032,7.967681539,0.024805426999999547,7.952406348,-0.015275190999999744,8
22,7,0,6,5,135,8.055828503,7.942876112,-0.11295239100000032,7.952406348,0.009530235999999803,7.932962249,-0.019444099000000215,7.89717325,-0.03578899900000021,9
22,7,0,6,15,136,7.942876112,7.952406348,0.009530235999999803,7.89717325,-0.055233098000000425,8.185573475,0.2884002250000002,8.137619337,-0.0479541379999997,9
22,7,0,6,25,137,7.952406348,7.89717325,-0.055233098000000425,8.137619337,0.24044608700000047,8.053905016,-0.08371432100000042,7.930799043,-0.12310597299999948,9
22,7,0,6,35,138,7.89717325,8.137619337,0.24044608700000047,7.930799043,-0.2068202939999999,8.270763915,0.3399648719999995,8.25440285,-0.016361064999999897,9
22,7,0,6,45,139,8.137619337,7.930799043,-0.2068202939999999,8.25440285,0.3236038069999996,8.309340066,0.05493721600000079,8.099913944,-0.209426122,9
22,7,0,6,55,140,7.930799043,8.25440285,0.3236038069999996,8.099913944,-0.1544889059999992,8.059593678,-0.04032026600000016,8.024589503,-0.03500417500000097,9
22,7,0,7,5,141,8.25440285,8.099913944,-0.1544889059999992,8.024589503,-0.07532444100000113,7.783911812,-0.24067769099999925,7.639346203,-0.1445656090000007,9
22,7,0,7,15,142,8.099913944,8.024589503,-0.07532444100000113,7.639346203,-0.38524329999999996,7.826894453,0.18754825000000075,8.039730845,0.21283639199999893,9
22,7,0,7,25,143,8.024589503,7.639346203,-0.38524329999999996,8.039730845,0.4003846419999997,8.191010357,0.15127951200000034,7.886535906,-0.3044744509999999,9
22,7,0,7,35,144,7.639346203,8.039730845,0.4003846419999997,7.886535906,-0.15319493899999959,8.131978317,0.24544241099999997,8.058756305,-0.07322201200000045,9
22,7,0,7,45,145,8.039730845,7.886535906,-0.15319493899999959,8.058756305,0.17222039899999952,8.015029695,-0.043726609999998445,8.130824305,0.11579461000000002,9
22,7,0,7,55,146,7.886535906,8.058756305,0.17222039899999952,8.130824305,0.07206800000000158,7.819953473,-0.3108708320000009,7.376231281,-0.44372219200000007,8
22,7,0,8,5,147,8.058756305,8.130824305,0.07206800000000158,7.376231281,-0.754593024000001,7.239357434,-0.1368738469999995,7.429815417,0.19045798299999994,8
22,7,0,8,15,148,8.130824305,7.376231281,-0.754593024000001,7.429815417,0.05358413600000045,7.420434566,-0.009380851000000412,7.641570507,0.221135941,8
22,7,0,8,25,149,7.376231281,7.429815417,0.05358413600000045,7.641570507,0.2117550899999996,7.575265079,-0.06630542799999972,7.370443669,-0.2048214100000001,8
22,7,0,8,35,150,7.429815417,7.641570507,0.2117550899999996,7.370443669,-0.2711268379999998,7.212843744,-0.15759992500000042,7.298357798,0.0855140539999999,8
22,7,0,8,45,151,7.641570507,7.370443669,-0.2711268379999998,7.298357798,-0.07208587100000052,7.183338474,-0.11501932399999948,7.406753006,0.2234145319999996,8
22,7,0,8,55,152,7.370443669,7.298357798,-0.07208587100000052,7.406753006,0.10839520800000013,7.255808917,-0.15094408899999934,7.406341226,0.15053230899999992,8
22,7,0,9,5,153,7.298357798,7.406753006,0.10839520800000013,7.406341226,-4.117799999994176E-4,7.022964353,-0.38337687300000045,6.930107152,-0.09285720100000017,7
22,7,0,9,15,154,7.406753006,7.406341226,-4.117799999994176E-4,6.930107152,-0.4762340740000006,6.955189882,0.025082730000000275,6.949656822,-0.005533060000000312,7
22,7,0,9,25,155,7.406341226,6.930107152,-0.4762340740000006,6.949656822,0.019549669999999963,6.922758941,-0.026897881000000012,6.601999353,-0.3207595879999996,7
22,7,0,9,35,156,6.930107152,6.949656822,0.019549669999999963,6.601999353,-0.3476574689999996,6.653910942,0.05191158900000037,6.538529332,-0.11538161000000002,7
22,7,0,9,45,157,6.949656822,6.601999353,-0.3476574689999996,6.538529332,-0.06347002099999965,6.53717473,-0.001354602000000149,6.381305989,-0.15586874099999992,7
22,7,0,9,55,158,6.601999353,6.538529332,-0.06347002099999965,6.381305989,-0.15722334300000007,6.271356869,-0.10994912000000046,6.204696717,-0.06666015199999986,7
22,7,0,10,5,159,6.538529332,6.381305989,-0.15722334300000007,6.204696717,-0.17660927200000032,5.957160716,-0.24753600100000028,6.110328486,0.15316777000000048,7
22,7,0,10,15,160,6.381305989,6.204696717,-0.17660927200000032,6.110328486,-0.0943682309999998,5.94609655,-0.1642319360000002,5.881149539,-0.06494701100000011,6
22,7,0,10,25,161,6.204696717,6.110328486,-0.0943682309999998,5.881149539,-0.2291789470000003,5.948031926,0.06688238699999971,5.733096557,-0.214935369,6
22,7,0,10,35,162,6.110328486,5.881149539,-0.2291789470000003,5.733096557,-0.14805298200000028,5.513823335,-0.219273222,5.529923264,0.016099929000000124,6
22,7,0,10,45,163,5.881149539,5.733096557,-0.14805298200000028,5.529923264,-0.20317329299999987,5.407051229,-0.12287203499999944,5.177342125,-0.22970910400000033,6
22,7,0,10,55,164,5.733096557,5.529923264,-0.20317329299999987,5.177342125,-0.35258113899999977,5.140694884,-0.03664724099999983,4.962005454,-0.17868943000000037,5
22,7,0,11,5,165,5.529923264,5.177342125,-0.35258113899999977,4.962005454,-0.2153366710000002,4.999670058,0.0376646040000006,4.634348186,-0.365321872,5
22,7,0,11,15,166,5.177342125,4.962005454,-0.2153366710000002,4.634348186,-0.3276572679999994,4.770536146,0.13618796,4.792427599,0.021891452999999395,5
22,7,0,11,25,167,4.962005454,4.634348186,-0.3276572679999994,4.792427599,0.1580794129999994,4.537794661,-0.2546329379999994,4.466668536,-0.07112612500000015,5
22,7,0,11,35,168,4.634348186,4.792427599,0.1580794129999994,4.466668536,-0.32575906299999957,4.364996863,-0.10167167300000024,4.299176912,-0.06581995099999993,5
22,7,0,11,45,169,4.792427599,4.466668536,-0.32575906299999957,4.299176912,-0.16749162400000017,4.440640648,0.1414637359999995,4.311694864,-0.1289457839999999,5
22,7,0,11,55,170,4.466668536,4.299176912,-0.16749162400000017,4.311694864,0.01251795199999961,4.189738636,-0.12195622799999928,4.321976455,0.1322378189999993,5
22,7,0,12,5,171,4.299176912,4.311694864,0.01251795199999961,4.321976455,0.010281591000000034,4.023173608,-0.29880284700000015,3.993211371,-0.029962236999999448,5
22,7,0,12,15,172,4.311694864,4.321976455,0.010281591000000034,3.993211371,-0.3287650839999996,4.040727676,0.04751630500000026,3.952168602,-0.0885590740000004,4
22,7,0,12,25,173,4.321976455,3.993211371,-0.3287650839999996,3.952168602,-0.041042769000000145,3.974457678,0.022289075999999852,3.887995821,-0.08646185699999975,4
22,7,0,12,35,174,3.993211371,3.952168602,-0.041042769000000145,3.887995821,-0.0641727809999999,3.833356722,-0.05463909900000008,3.993713408,0.16035668600000008,5
22,7,0,12,45,175,3.952168602,3.887995821,-0.0641727809999999,3.993713408,0.105717587,4.046911526,0.05319811799999963,3.905019257,-0.14189226899999952,4
22,7,0,12,55,176,3.887995821,3.993713408,0.105717587,3.905019257,-0.08869415099999989,3.829286407,-0.07573285000000007,3.792867729,-0.03641867799999998,4
22,7,0,13,5,177,3.993713408,3.905019257,-0.08869415099999989,3.792867729,-0.11215152800000006,3.709990426,-0.08287730300000007,3.743613266,0.03362284000000004,4
22,7,0,13,15,178,3.905019257,3.792867729,-0.11215152800000006,3.743613266,-0.049254463000000026,3.71264531,-0.03096795600000002,3.673892008,-0.038753301999999934,4
22,7,0,13,25,179,3.792867729,3.743613266,-0.049254463000000026,3.673892008,-0.06972125799999995,3.706558978,0.03266696999999974,3.783923485,0.07736450699999997,4
22,7,0,13,35,180,3.743613266,3.673892008,-0.06972125799999995,3.783923485,0.11003147699999971,3.87359707,0.08967358500000033,3.858449156,-0.015147914000000373,4
22,7,0,13,45,181,3.673892008,3.783923485,0.11003147699999971,3.858449156,0.07452567099999996,3.821828914,-0.03662024199999969,3.524147035,-0.2976818790000002,4
22,7,0,13,55,182,3.783923485,3.858449156,0.07452567099999996,3.524147035,-0.3343021209999999,3.47189874,-0.052248295000000056,3.593884973,0.12198623300000033,4
22,7,0,14,5,183,3.858449156,3.524147035,-0.3343021209999999,3.593884973,0.06973793800000028,3.839351666,0.245466693,3.862952579,0.023600912999999668,4
22,7,0,14,15,184,3.524147035,3.593884973,0.06973793800000028,3.862952579,0.2690676059999997,3.643977149,-0.21897542999999997,3.6597664,0.01578925100000017,4
22,7,0,14,25,185,3.593884973,3.862952579,0.2690676059999997,3.6597664,-0.2031861789999998,3.451112841,-0.20865355900000004,3.416560306,-0.034552534999999995,4
22,7,0,14,35,186,3.862952579,3.6597664,-0.2031861789999998,3.416560306,-0.24320609400000004,3.377782699,-0.0387776070000001,3.503478263,0.12569556399999993,4
22,7,0,14,45,187,3.6597664,3.416560306,-0.24320609400000004,3.503478263,0.08691795699999982,3.583243036,0.07976477299999996,3.571075502,-0.012167534000000035,4
22,7,0,14,55,188,3.416560306,3.503478263,0.08691795699999982,3.571075502,0.06759723899999992,3.823334719,0.2522592170000002,3.733012521,-0.09032219799999996,4
22,7,0,15,5,189,3.503478263,3.571075502,0.06759723899999992,3.733012521,0.16193701900000024,3.904366953,0.17135443199999978,3.814908345,-0.08945860799999972,4
22,7,0,15,15,190,3.571075502,3.733012521,0.16193701900000024,3.814908345,0.08189582400000006,3.790075686,-0.024832658999999868,3.622203585,-0.16787210100000038,4
22,7,0,15,25,191,3.733012521,3.814908345,0.08189582400000006,3.622203585,-0.19270476000000025,3.74255467,0.12035108500000025,3.71569595,-0.02685871999999989,4
22,7,0,15,35,192,3.814908345,3.622203585,-0.19270476000000025,3.71569595,0.09349236500000035,3.694784644,-0.02091130600000035,3.615058309,-0.0797263349999997,4
22,7,0,15,45,193,3.622203585,3.71569595,0.09349236500000035,3.615058309,-0.10063764100000006,3.487088004,-0.12797030500000028,3.370518705,-0.11656929900000002,4
22,7,0,15,55,194,3.71569595,3.615058309,-0.10063764100000006,3.370518705,-0.2445396040000003,3.473552932,0.1030342270000002,3.256091869,-0.217461063,4
22,7,0,16,5,195,3.615058309,3.370518705,-0.2445396040000003,3.256091869,-0.11442683599999981,2.885229666,-0.37086220300000017,3.060563581,0.17533391499999995,4
22,7,0,16,15,196,3.370518705,3.256091869,-0.11442683599999981,3.060563581,-0.19552828800000022,2.975672574,-0.08489100699999996,2.843662814,-0.13200975999999986,3
22,7,0,16,25,197,3.256091869,3.060563581,-0.19552828800000022,2.843662814,-0.21690076699999983,2.734186581,-0.10947623300000009,2.772904166,0.03871758500000011,3
22,7,0,16,35,198,3.060563581,2.843662814,-0.21690076699999983,2.772904166,-0.07075864799999998,2.67669151,-0.09621265600000006,2.628357186,-0.04833432399999982,3
22,7,0,16,45,199,2.843662814,2.772904166,-0.07075864799999998,2.628357186,-0.14454697999999988,2.654512887,0.026155700999999976,2.606117788,-0.04839509899999994,3
22,7,0,16,55,200,2.772904166,2.628357186,-0.14454697999999988,2.606117788,-0.022239397999999966,2.475741641,-0.13037614700000022,2.471536101,-0.004205540000000063,3
22,7,0,17,5,201,2.628357186,2.606117788,-0.022239397999999966,2.471536101,-0.13458168700000028,2.381921051,-0.08961504999999992,2.38317833,0.0012572789999998335,3
22,7,0,17,15,202,2.606117788,2.471536101,-0.13458168700000028,2.38317833,-0.08835777100000008,2.35886318,-0.02431514999999962,2.270471818,-0.0883913620000003,3
22,7,0,17,25,203,2.471536101,2.38317833,-0.08835777100000008,2.270471818,-0.11270651199999993,2.253296291,-0.017175527000000024,2.282316463,0.029020172000000066,3
22,7,0,17,35,204,2.38317833,2.270471818,-0.11270651199999993,2.282316463,0.011844645000000043,2.241906263,-0.04041019999999973,2.329882023,0.08797575999999996,3
22,7,0,17,45,205,2.270471818,2.282316463,0.011844645000000043,2.329882023,0.04756556000000023,2.283015696,-0.04686632700000004,2.210134939,-0.07288075700000007,3
22,7,0,17,55,206,2.282316463,2.329882023,0.04756556000000023,2.210134939,-0.11974708400000011,2.075206172,-0.1349287669999999,2.111842049,0.036635876999999706,3
22,7,0,18,5,207,2.329882023,2.210134939,-0.11974708400000011,2.111842049,-0.09829289000000019,2.242080769,0.13023872000000036,2.142550629,-0.09953014000000016,3
22,7,0,18,15,208,2.210134939,2.111842049,-0.09829289000000019,2.142550629,0.030708580000000207,2.00080622,-0.14174440900000018,1.912608065,-0.08819815499999994,2
22,7,0,18,25,209,2.111842049,2.142550629,0.030708580000000207,1.912608065,-0.22994256400000013,1.9499136,0.037305535,1.923252877,-0.026660722999999997,2
22,7,0,18,35,210,2.142550629,1.912608065,-0.22994256400000013,1.923252877,0.010644812000000003,1.881310949,-0.04194192799999996,1.861379187,-0.01993176199999991,2
22,7,0,18,45,211,1.912608065,1.923252877,0.010644812000000003,1.861379187,-0.06187368999999987,1.692429627,-0.16894955999999994,1.882987851,0.1905582239999999,2
22,7,0,18,55,212,1.923252877,1.861379187,-0.06187368999999987,1.882987851,0.021608663999999944,1.756838428,-0.12614942299999998,1.869659538,0.11282111000000006,2
22,7,0,19,5,213,1.861379187,1.882987851,0.021608663999999944,1.869659538,-0.013328312999999925,1.58064607,-0.28901346800000005,1.669604085,0.088958015,2
22,7,0,19,15,214,1.882987851,1.869659538,-0.013328312999999925,1.669604085,-0.20005545300000005,1.641506088,-0.02809799699999993,1.696676381,0.05517029299999998,2
22,7,0,19,25,215,1.869659538,1.669604085,-0.20005545300000005,1.696676381,0.02707229600000005,1.584516408,-0.11215997300000002,1.582693461,-0.0018229469999999637,2
22,7,0,19,35,216,1.669604085,1.696676381,0.02707229600000005,1.582693461,-0.11398291999999999,1.666178727,0.08348526599999984,1.805156238,0.138977511,2
22,7,0,19,45,217,1.696676381,1.582693461,-0.11398291999999999,1.805156238,0.22246277699999983,1.719432888,-0.08572334999999986,1.655524692,-0.06390819600000008,2
22,7,0,19,55,218,1.582693461,1.805156238,0.22246277699999983,1.655524692,-0.14963154599999995,1.670993254,0.01546856200000013,1.642554459,-0.028438795000000017,2
22,7,0,20,5,219,1.805156238,1.655524692,-0.14963154599999995,1.642554459,-0.012970232999999887,1.663184181,0.020629722000000017,1.72304632,0.059862138999999814,2
22,7,0,20,15,220,1.655524692,1.642554459,-0.012970232999999887,1.72304632,0.08049186099999983,1.673241042,-0.04980527800000001,1.629470286,-0.0437707559999998,2
22,7,0,20,25,221,1.642554459,1.72304632,0.08049186099999983,1.629470286,-0.09357603399999981,1.633649458,0.004179171999999953,1.673537013,0.03988755499999996,2
22,7,0,20,35,222,1.72304632,1.629470286,-0.09357603399999981,1.673537013,0.04406672699999992,1.624044051,-0.049492961999999974,1.566754083,-0.05728996800000008,2
22,7,0,20,45,223,1.629470286,1.673537013,0.04406672699999992,1.566754083,-0.10678293000000005,1.496174723,-0.07057935999999998,1.508011094,0.011836371000000012,2
22,7,0,20,55,224,1.673537013,1.566754083,-0.10678293000000005,1.508011094,-0.05874298899999997,1.598983922,0.09097282799999995,1.510680228,-0.08830369399999993,2
22,7,0,21,5,225,1.566754083,1.508011094,-0.05874298899999997,1.510680228,0.0026691340000000174,1.558132541,0.04745231299999997,1.463421442,-0.09471109899999997,2
22,7,0,21,15,226,1.508011094,1.510680228,0.0026691340000000174,1.463421442,-0.047258786,1.477287096,0.01386565399999995,1.436969728,-0.040317367999999965,2
22,7,0,21,25,227,1.510680228,1.463421442,-0.047258786,1.436969728,-0.026451714000000015,1.405874563,-0.03109516499999998,1.412152311,0.006277748000000027,2
22,7,0,21,35,228,1.463421442,1.436969728,-0.026451714000000015,1.412152311,-0.024817416999999953,1.556783498,0.14463118699999988,1.494176585,-0.06260691299999999,2
22,7,0,21,45,229,1.436969728,1.412152311,-0.024817416999999953,1.494176585,0.0820242739999999,1.629850674,0.1356740890000001,1.669417413,0.03956673899999985,2
22,7,0,21,55,230,1.412152311,1.494176585,0.0820242739999999,1.669417413,0.17524082799999996,1.652398047,-0.01701936599999998,1.656727974,0.004329927000000122,2
22,7,0,22,5,231,1.494176585,1.669417413,0.17524082799999996,1.656727974,-0.012689438999999858,1.754295577,0.09756760299999989,1.76761028,0.013314703000000039,2
